taxonKey,scientificName,acceptedTaxonKey,acceptedScientificName,numberOfOccurrences,taxonRank,taxonomicStatus,kingdom,kingdomKey,phylum,phylumKey,class,classKey,order,orderKey,family,familyKey,genus,genusKey,species,speciesKey,iucnRedListCategory,num_letters,num_words
4063296,Bourreria costaricensis (Standl.) A.H.Gentry,4063296,Bourreria costaricensis (Standl.) A.H.Gentry,9,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Boraginales,7226464,Ehretiaceae,4923856,Bourreria,2926097.0,Bourreria costaricensis,4063296.0,LC,,
4178294,Ocotea morae Gómez-Laur.,11077015,Mespilodaphne morae (Gómez-Laur.) Trofimov,1,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Laurales,407,Lauraceae,6688,Mespilodaphne,7304101.0,Mespilodaphne morae,11077015.0,EN,,
4178429,Ocotea mollicella (Blake) van der Werff,4178429,Ocotea mollicella (Blake) van der Werff,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Laurales,407,Lauraceae,6688,Ocotea,3034076.0,Ocotea mollicella,4178429.0,NT,,
4182444,Litsea monopetala (Roxb. ex Baker) Pers.,4182444,Litsea monopetala (Roxb. ex Baker) Pers.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Laurales,407,Lauraceae,6688,Litsea,3033976.0,Litsea monopetala,4182444.0,LC,,
5287095,Paepalanthus pilosus (Kunth) Kunth,5287095,Paepalanthus pilosus (Kunth) Kunth,10,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Eriocaulaceae,3741,Paepalanthus,8424714.0,Paepalanthus pilosus,5287095.0,NE,,
5319049,Epipactis leptochila (Godfery) Godfery,5319049,Epipactis leptochila (Godfery) Godfery,24,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Asparagales,1169,Orchidaceae,7689,Epipactis,8254469.0,Epipactis leptochila,5319049.0,LC,,
5339445,Randia armata (Sw.) DC.,5339445,Randia armata (Sw.) DC.,2,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Gentianales,412,Rubiaceae,8798,Randia,2911655.0,Randia armata,5339445.0,LC,,
5349775,Erythrina berteroana Urb.,5349775,Erythrina berteroana Urb.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Erythrina,2945830.0,Erythrina berteroana,5349775.0,LC,,
5372457,Paliurus spina-christi Mill.,5372457,Paliurus spina-christi Mill.,480,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Rosales,691,Rhamnaceae,2407,Paliurus,3039502.0,Paliurus spina-christi,5372457.0,NE,1554,244
5381327,Phyllanthus casticum P.Willemet,5381327,Phyllanthus casticum P.Willemet,3,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malpighiales,1414,Phyllanthaceae,8807,Phyllanthus,3061139.0,Phyllanthus casticum,5381327.0,LC,,
5385067,Gutierrezia sarothrae (Pursh) Britton & Rusby,5385067,Gutierrezia sarothrae (Pursh) Britton & Rusby,6,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Gutierrezia,3086909.0,Gutierrezia sarothrae,5385067.0,NE,,
5391595,Chamaemelum fuscatum (Gren. & Godr.) Vasc.,5391595,Chamaemelum fuscatum (Gren. & Godr.) Vasc.,4,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Chamaemelum,8424370.0,Chamaemelum fuscatum,5391595.0,NE,,
5394195,Taraxacum croceiflorum Dahlst.,5394195,Taraxacum croceiflorum Dahlst.,2,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Taraxacum,7787708.0,Taraxacum croceiflorum,5394195.0,NE,,
5406789,Alcea rosea L.,5406789,Alcea rosea L.,1418,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malvales,941,Malvaceae,6685,Alcea,5406788.0,Alcea rosea,5406789.0,NE,2127,332
5421111,Littorella uniflora (L.) Asch.,5421111,Littorella uniflora (L.) Asch.,12,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Plantaginaceae,2420,Littorella,3189795.0,Littorella uniflora,5421111.0,LC,,
5566353,Jamesonia cinnamomea Kunze,5566353,Jamesonia cinnamomea Kunze,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Polypodiopsida,7228684,Polypodiales,392,Pteridaceae,2367,Jamesonia,3229436.0,Jamesonia cinnamomea,5566353.0,NE,,
5568420,Dysphania chilensis (Schrad.) Mosyakin & Clemants,5568420,Dysphania chilensis (Schrad.) Mosyakin & Clemants,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Caryophyllales,422,Amaranthaceae,3064,Dysphania,3083582.0,Dysphania chilensis,5568420.0,NE,,
5569844,Ficus pedunculosa Miq.,5569844,Ficus pedunculosa Miq.,3,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Rosales,691,Moraceae,6640,Ficus,2984588.0,Ficus pedunculosa,5569844.0,NE,,
5602456,Boscia mossambicensis Klotzsch,5602456,Boscia mossambicensis Klotzsch,10,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Brassicales,7225535,Capparaceae,3111,Boscia,3054237.0,Boscia mossambicensis,5602456.0,LC,,
5616499,Adonis distorta Ten.,5616499,Adonis distorta Ten.,5,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Ranunculales,399,Ranunculaceae,2410,Adonis,3033821.0,Adonis distorta,5616499.0,DD,,
5662350,Cordia eriostigma Pittier,5662350,Cordia eriostigma Pittier,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Boraginales,7226464,Cordiaceae,4930453,Cordia,2900865.0,Cordia eriostigma,5662350.0,LC,,
5671137,Urtica massaica Mildbr.,5671137,Urtica massaica Mildbr.,5,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Rosales,691,Urticaceae,6639,Urtica,2984391.0,Urtica massaica,5671137.0,NE,,
5685422,Nectandra belizensis (Lundell) C.K.Allen,5685422,Nectandra belizensis (Lundell) C.K.Allen,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Laurales,407,Lauraceae,6688,Nectandra,3034018.0,Nectandra belizensis,5685422.0,VU,,
7264825,Allophylus petiolulatus Radlk.,7264825,Allophylus petiolulatus Radlk.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Sapindales,933,Sapindaceae,6657,Allophylus,3189992.0,Allophylus petiolulatus,7264825.0,NE,,
7296797,Blechnum hastatum Kaulf.,7296797,Blechnum hastatum Kaulf.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Polypodiopsida,7228684,Polypodiales,392,Blechnaceae,2374,Blechnum,2651523.0,Blechnum hastatum,7296797.0,NE,,
7459416,Telephium imperati L.,7459416,Telephium imperati L.,5,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Caryophyllales,422,Caryophyllaceae,2518,Telephium,3231761.0,Telephium imperati,7459416.0,NE,,
7845022,Gymnadenia conopsea (L.) R.Br.,7845022,Gymnadenia conopsea (L.) R.Br.,1102,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Asparagales,1169,Orchidaceae,7689,Gymnadenia,7771219.0,Gymnadenia conopsea,7845022.0,NE,4308,669
7847528,Carduus carlinoides Gouan,7847528,Carduus carlinoides Gouan,38,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Carduus,3114511.0,Carduus carlinoides,7847528.0,NE,,
7979021,Gypsophila struthium Loefl.,7979021,Gypsophila struthium Loefl.,2,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Caryophyllales,422,Caryophyllaceae,2518,Gypsophila,3085251.0,Gypsophila struthium,7979021.0,NE,,
8102092,Artemisia glacialis L.,8102092,Artemisia glacialis L.,21,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Artemisia,3120641.0,Artemisia glacialis,8102092.0,NE,,
8419625,Silene scabriflora Brot.,8419625,Silene scabriflora Brot.,3,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Caryophyllales,422,Caryophyllaceae,2518,Silene,3085897.0,Silene scabriflora,8419625.0,NT,,
2750778,Calochortus apiculatus Baker,2750778,Calochortus apiculatus Baker,2,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Liliales,1172,Liliaceae,7699,Calochortus,2750667.0,Calochortus apiculatus,2750778.0,NE,,
2769796,Furcraea foetida (L.) Haw.,2769796,Furcraea foetida (L.) Haw.,9,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Asparagales,1169,Asparagaceae,7683,Furcraea,2766202.0,Furcraea foetida,2769796.0,NE,,
2874717,Begonia cucullata Willd.,2874717,Begonia cucullata Willd.,46,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Cucurbitales,7224005,Begoniaceae,6638,Begonia,2874710.0,Begonia cucullata,2874717.0,NE,,
2979186,Acacia doratoxylon A.Cunn.,2979186,Acacia doratoxylon A.Cunn.,2,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Acacia,2978223.0,Acacia doratoxylon,2979186.0,LC,,
2982349,Calliandra dysantha Benth.,2982349,Calliandra dysantha Benth.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Calliandra,2981784.0,Calliandra dysantha,2982349.0,NE,,
3033327,Ranunculus cordiger Viv.,12238132,Ranunculus cordigerus subsp. cordigerus,2,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Ranunculales,399,Ranunculaceae,2410,Ranunculus,3033294.0,Ranunculus cordigerus,3920849.0,NE,,
3033532,Clematis orientalis L.,3033532,Clematis orientalis L.,4,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Ranunculales,399,Ranunculaceae,2410,Clematis,3033512.0,Clematis orientalis,3033532.0,NE,,
3034082,Ocotea floribunda (Sw.) Mez,3034082,Ocotea floribunda (Sw.) Mez,6,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Laurales,407,Lauraceae,6688,Ocotea,3034076.0,Ocotea floribunda,3034082.0,LC,,
3095595,Pulicaria paludosa Link,6076957,Pulicaria arabica subsp. hispanica (Boiss.) Murb.,5,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Pulicaria,3095529.0,Pulicaria arabica,3095531.0,NE,,
3121436,Artemisia frigida Willd.,3121436,Artemisia frigida Willd.,15,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Artemisia,3120641.0,Artemisia frigida,3121436.0,NE,,
3171158,Striga gesnerioides (Willd.) Vatke,3171158,Striga gesnerioides (Willd.) Vatke,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Orobanchaceae,6651,Striga,3171157.0,Striga gesnerioides,3171158.0,NE,,
3713919,Hypericum nummularium L.,3713919,Hypericum nummularium L.,28,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malpighiales,1414,Hypericaceae,4900406,Hypericum,3189452.0,Hypericum nummularium,3713919.0,NE,,
3753973,Saxifraga fragosoi Sennen,3753973,Saxifraga fragosoi Sennen,46,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Saxifragales,7219248,Saxifragaceae,2402,Saxifraga,2987833.0,Saxifraga fragosoi,3753973.0,NE,,
3791995,Gyminda tonduzii Loes.,3791995,Gyminda tonduzii Loes.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Celastrales,950,Celastraceae,6715,Gyminda,3169174.0,Gyminda tonduzii,3791995.0,LC,,
3891203,Lavandula multifida L.,3891203,Lavandula multifida L.,81,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Lamiaceae,2497,Lavandula,2927302.0,Lavandula multifida,3891203.0,NE,,
4037603,Rumex palustris Sm.,4037603,Rumex palustris Sm.,17,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Caryophyllales,422,Polygonaceae,2416,Rumex,2888942.0,Rumex palustris,4037603.0,LC,,
4055563,Buddleja colvilei Hook.fil. & Thomson,4055563,Buddleja colvilei Hook.fil. & Thomson,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Scrophulariaceae,2390,Buddleja,3173330.0,Buddleja colvilei,4055563.0,NE,,
5359067,Trifolium pannonicum Jacq.,5359067,Trifolium pannonicum Jacq.,3,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Trifolium,2973363.0,Trifolium pannonicum,5359067.0,NE,,
5370380,Dasiphora fruticosa (L.) Rydb.,5370380,Dasiphora fruticosa (L.) Rydb.,1163,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Rosales,691,Rosaceae,5015,Dasiphora,3029309.0,Dasiphora fruticosa,5370380.0,NE,7090,1079
5373255,Cochlearia pyrenaica DC.,5373255,Cochlearia pyrenaica DC.,5,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Brassicales,7225535,Brassicaceae,3112,Cochlearia,3040481.0,Cochlearia pyrenaica,5373255.0,NE,,
5400975,Leucanthemum halleri (Vitman) Ducommun,5400975,Leucanthemum halleri (Vitman) Ducommun,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Leucanthemum,7684028.0,Leucanthemum halleri,5400975.0,NE,,
5417464,Eugenia siggersii Standl.,5417464,Eugenia siggersii Standl.,6,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Myrtales,690,Myrtaceae,5014,Eugenia,3177662.0,Eugenia siggersii,5417464.0,LC,,
5602873,Gouania ulmifolia Hook. & Arn.,5602873,Gouania ulmifolia Hook. & Arn.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Rosales,691,Rhamnaceae,2407,Gouania,3039434.0,Gouania ulmifolia,5602873.0,NE,,
5617325,Sida tenuicarpa Vollesen,5617325,Sida tenuicarpa Vollesen,13,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malvales,941,Malvaceae,6685,Sida,3152100.0,Sida tenuicarpa,5617325.0,NE,,
5651096,Sloanea zuliaensis Pittier,5651096,Sloanea zuliaensis Pittier,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Oxalidales,7224021,Elaeocarpaceae,2435,Sloanea,3152097.0,Sloanea zuliaensis,5651096.0,LC,,
7279842,Cleistocactus baumannii (Lem.) Lem.,7279842,Cleistocactus baumannii (Lem.) Lem.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Caryophyllales,422,Cactaceae,2519,Cleistocactus,7279702.0,Cleistocactus baumannii,7279842.0,LC,,
7316396,Pourouma melinonii Benoist,7316396,Pourouma melinonii Benoist,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Rosales,691,Urticaceae,6639,Pourouma,7316388.0,Pourouma melinonii,7316396.0,LC,,
8264029,Scrophularia alpestris Gay ex Benth.,8264029,Scrophularia alpestris Gay ex Benth.,11,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Scrophulariaceae,2390,Scrophularia,3170861.0,Scrophularia alpestris,8264029.0,NE,,
8394990,Sterculia frondosa Rich.,8394990,Sterculia frondosa Rich.,2,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malvales,941,Malvaceae,6685,Sterculia,3152129.0,Sterculia frondosa,8394990.0,LC,,
2683750,Encephalartos tegulaneus Melville,2683750,Encephalartos tegulaneus Melville,3,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Cycadopsida,228,Cycadales,834,Zamiaceae,5375,Encephalartos,2683673.0,Encephalartos tegulaneus,2683750.0,LC,,
2688176,Psilotum nudum (L.) P.Beauv.,2688176,Psilotum nudum (L.) P.Beauv.,7,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Polypodiopsida,7228684,Psilotales,931,Psilotaceae,6630,Psilotum,2688173.0,Psilotum nudum,2688176.0,LC,,
2739870,Colchicum triphyllum Kunze,2739870,Colchicum triphyllum Kunze,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Liliales,1172,Colchicaceae,7697,Colchicum,2739608.0,Colchicum triphyllum,2739870.0,NE,,
2752808,Erythronium oregonum Applegate,2752808,Erythronium oregonum Applegate,12,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Liliales,1172,Liliaceae,7699,Erythronium,2740136.0,Erythronium oregonum,2752808.0,NE,,
2775619,Yucca gloriosa L.,2775619,Yucca gloriosa L.,336,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Asparagales,1169,Asparagaceae,7683,Yucca,2775496.0,Yucca gloriosa,2775619.0,LC,3045,479
2864397,Tofieldia calyculata (L.) Wahlenb.,2864397,Tofieldia calyculata (L.) Wahlenb.,117,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Alismatales,551,Tofieldiaceae,3724,Tofieldia,8114354.0,Tofieldia calyculata,2864397.0,NE,,
2891785,Macadamia integrifolia Maiden & Betche,2891785,Macadamia integrifolia Maiden & Betche,10,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Proteales,400,Proteaceae,2414,Macadamia,2891784.0,Macadamia integrifolia,2891785.0,VU,,
2902311,Galianthe brasiliensis (Spreng.) E.L.Cabral & Bacigalupo,2902311,Galianthe brasiliensis (Spreng.) E.L.Cabral & Bacigalupo,3,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Gentianales,412,Rubiaceae,8798,Galianthe,2902189.0,Galianthe brasiliensis,2902311.0,NE,,
2927096,Ocimum basilicum L.,2927096,Ocimum basilicum L.,63,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Lamiaceae,2497,Ocimum,2874693.0,Ocimum basilicum,2927096.0,NE,,
2927744,Phlox paniculata L.,2927744,Phlox paniculata L.,81,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Ericales,1353,Polemoniaceae,6648,Phlox,2927698.0,Phlox paniculata,2927744.0,NE,,
2927749,Phlox diffusa Benth.,2927749,Phlox diffusa Benth.,4,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Ericales,1353,Polemoniaceae,6648,Phlox,2927698.0,Phlox diffusa,2927749.0,NE,,
2928422,Calystegia malacophylla (Greene) Munz,2928422,Calystegia malacophylla (Greene) Munz,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Solanales,1176,Convolvulaceae,2389,Calystegia,2928418.0,Calystegia malacophylla,2928422.0,NE,,
2985372,Licania parvifructa Fanshawe & Maguire,2985372,Licania parvifructa Fanshawe & Maguire,5,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malpighiales,1414,Chrysobalanaceae,9111,Licania,2985250.0,Licania parvifructa,2985372.0,LC,,
3033013,Garrya elliptica Douglas ex Lindl.,3033013,Garrya elliptica Douglas ex Lindl.,5,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Garryales,628,Garryaceae,8805,Garrya,3033006.0,Garrya elliptica,3033013.0,LC,,
3094884,Onopordum acaulon L.,3094884,Onopordum acaulon L.,5,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Onopordum,3094883.0,Onopordum acaulon,3094884.0,NE,,
