,taxonKey,scientificName,acceptedTaxonKey,acceptedScientificName,numberOfOccurrences,taxonRank,taxonomicStatus,kingdom,kingdomKey,phylum,phylumKey,class,classKey,order,orderKey,family,familyKey,genus,genusKey,species,speciesKey,iucnRedListCategory,num_letters,num_words,cdfOccurences
60,3034082,Ocotea floribunda (Sw.) Mez,3034082,Ocotea floribunda (Sw.) Mez,6,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Laurales,407,Lauraceae,6688,Ocotea,3034076.0,Ocotea floribunda,3034082.0,LC,,,0.6059634192810872
61,3095595,Pulicaria paludosa Link,6076957,Pulicaria arabica subsp. hispanica (Boiss.) Murb.,5,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Pulicaria,3095529.0,Pulicaria arabica,3095531.0,NE,,,0.5736377492696558
62,3121436,Artemisia frigida Willd.,3121436,Artemisia frigida Willd.,15,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Artemisia,3120641.0,Artemisia frigida,3121436.0,NE,,,0.7270735424869809
63,3171158,Striga gesnerioides (Willd.) Vatke,3171158,Striga gesnerioides (Willd.) Vatke,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Orobanchaceae,6651,Striga,3171157.0,Striga gesnerioides,3171158.0,NE,,,0.14984758033786358
64,3713919,Hypericum nummularium L.,3713919,Hypericum nummularium L.,28,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malpighiales,1414,Hypericaceae,4900406,Hypericum,3189452.0,Hypericum nummularium,3713919.0,NE,,,0.7883271942080529
65,3753973,Saxifraga fragosoi Sennen,3753973,Saxifraga fragosoi Sennen,46,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Saxifragales,7219248,Saxifragaceae,2402,Saxifraga,2987833.0,Saxifraga fragosoi,3753973.0,NE,,,0.8253524704686904
66,3791995,Gyminda tonduzii Loes.,3791995,Gyminda tonduzii Loes.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Celastrales,950,Celastraceae,6715,Gyminda,3169174.0,Gyminda tonduzii,3791995.0,LC,,,0.14984758033786358
67,3891203,Lavandula multifida L.,3891203,Lavandula multifida L.,81,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Lamiaceae,2497,Lavandula,2927302.0,Lavandula multifida,3891203.0,NE,,,0.8665692874380795
68,4037603,Rumex palustris Sm.,4037603,Rumex palustris Sm.,17,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Caryophyllales,422,Polygonaceae,2416,Rumex,2888942.0,Rumex palustris,4037603.0,LC,,,0.7396481646132351
69,4055563,Buddleja colvilei Hook.fil. & Thomson,4055563,Buddleja colvilei Hook.fil. & Thomson,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Scrophulariaceae,2390,Buddleja,3173330.0,Buddleja colvilei,4055563.0,NE,,,0.14984758033786358
70,5359067,Trifolium pannonicum Jacq.,5359067,Trifolium pannonicum Jacq.,3,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Trifolium,2973363.0,Trifolium pannonicum,5359067.0,NE,,,0.4675790676997333
71,5370380,Dasiphora fruticosa (L.) Rydb.,5370380,Dasiphora fruticosa (L.) Rydb.,1163,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Rosales,691,Rosaceae,5015,Dasiphora,3029309.0,Dasiphora fruticosa,5370380.0,NE,7090.0,1079.0,0.9751047885177188
72,5373255,Cochlearia pyrenaica DC.,5373255,Cochlearia pyrenaica DC.,5,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Brassicales,7225535,Brassicaceae,3112,Cochlearia,3040481.0,Cochlearia pyrenaica,5373255.0,NE,,,0.5736377492696558
73,5400975,Leucanthemum halleri (Vitman) Ducommun,5400975,Leucanthemum halleri (Vitman) Ducommun,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Leucanthemum,7684028.0,Leucanthemum halleri,5400975.0,NE,,,0.14984758033786358
74,5417464,Eugenia siggersii Standl.,5417464,Eugenia siggersii Standl.,6,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Myrtales,690,Myrtaceae,5014,Eugenia,3177662.0,Eugenia siggersii,5417464.0,LC,,,0.6059634192810872
75,5602873,Gouania ulmifolia Hook. & Arn.,5602873,Gouania ulmifolia Hook. & Arn.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Rosales,691,Rhamnaceae,2407,Gouania,3039434.0,Gouania ulmifolia,5602873.0,NE,,,0.14984758033786358
76,5617325,Sida tenuicarpa Vollesen,5617325,Sida tenuicarpa Vollesen,13,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malvales,941,Malvaceae,6685,Sida,3152100.0,Sida tenuicarpa,5617325.0,NE,,,0.7096722977264067
77,5651096,Sloanea zuliaensis Pittier,5651096,Sloanea zuliaensis Pittier,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Oxalidales,7224021,Elaeocarpaceae,2435,Sloanea,3152097.0,Sloanea zuliaensis,5651096.0,LC,,,0.14984758033786358
78,7279842,Cleistocactus baumannii (Lem.) Lem.,7279842,Cleistocactus baumannii (Lem.) Lem.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Caryophyllales,422,Cactaceae,2519,Cleistocactus,7279702.0,Cleistocactus baumannii,7279842.0,LC,,,0.14984758033786358
79,7316396,Pourouma melinonii Benoist,7316396,Pourouma melinonii Benoist,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Rosales,691,Urticaceae,6639,Pourouma,7316388.0,Pourouma melinonii,7316396.0,LC,,,0.14984758033786358
80,8264029,Scrophularia alpestris Gay ex Benth.,8264029,Scrophularia alpestris Gay ex Benth.,11,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Scrophulariaceae,2390,Scrophularia,3170861.0,Scrophularia alpestris,8264029.0,NE,,,0.6904610694779627
81,8394990,Sterculia frondosa Rich.,8394990,Sterculia frondosa Rich.,2,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malvales,941,Malvaceae,6685,Sterculia,3152129.0,Sterculia frondosa,8394990.0,LC,,,0.3643465006985901
82,2683750,Encephalartos tegulaneus Melville,2683750,Encephalartos tegulaneus Melville,3,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Cycadopsida,228,Cycadales,834,Zamiaceae,5375,Encephalartos,2683673.0,Encephalartos tegulaneus,2683750.0,LC,,,0.4675790676997333
83,2688176,Psilotum nudum (L.) P.Beauv.,2688176,Psilotum nudum (L.) P.Beauv.,7,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Polypodiopsida,7228684,Psilotales,931,Psilotaceae,6630,Psilotum,2688173.0,Psilotum nudum,2688176.0,LC,,,0.6310174012447606
84,2739870,Colchicum triphyllum Kunze,2739870,Colchicum triphyllum Kunze,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Liliales,1172,Colchicaceae,7697,Colchicum,2739608.0,Colchicum triphyllum,2739870.0,NE,,,0.14984758033786358
85,2752808,Erythronium oregonum Applegate,2752808,Erythronium oregonum Applegate,12,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Liliales,1172,Liliaceae,7699,Erythronium,2740136.0,Erythronium oregonum,2752808.0,NE,,,0.7003683475168296
86,2775619,Yucca gloriosa L.,2775619,Yucca gloriosa L.,336,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Asparagales,1169,Asparagaceae,7683,Yucca,2775496.0,Yucca gloriosa,2775619.0,LC,3045.0,479.0,0.937158643465007
87,2864397,Tofieldia calyculata (L.) Wahlenb.,2864397,Tofieldia calyculata (L.) Wahlenb.,117,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Alismatales,551,Tofieldiaceae,3724,Tofieldia,8114354.0,Tofieldia calyculata,2864397.0,NE,,,0.8863838435158136
88,2891785,Macadamia integrifolia Maiden & Betche,2891785,Macadamia integrifolia Maiden & Betche,10,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Proteales,400,Proteaceae,2414,Macadamia,2891784.0,Macadamia integrifolia,2891785.0,VU,,,0.6791566112028452
89,2902311,Galianthe brasiliensis (Spreng.) E.L.Cabral & Bacigalupo,2902311,Galianthe brasiliensis (Spreng.) E.L.Cabral & Bacigalupo,3,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Gentianales,412,Rubiaceae,8798,Galianthe,2902189.0,Galianthe brasiliensis,2902311.0,NE,,,0.4675790676997333
